index,value_mv
439,204798.966026
440,204798.962545
441,204798.960543
442,204798.960066
443,204798.957443
444,204798.958826
445,204798.960304
446,204798.963117
447,204798.966408
448,204798.971271
449,204798.966980
450,204798.961687
451,204798.960733
452,204798.960304
453,204798.956919
454,204798.958874
455,204798.961353
456,204798.964310
457,204798.966598
458,204798.970032
459,204798.965168
460,204798.961115
461,204798.959446
462,204798.958492
463,204798.956966
464,204798.959112
465,204798.960876
466,204798.962927
467,204798.966503
468,204798.969650
469,204798.966217
470,204798.961687
471,204798.958826
472,204798.959303
473,204798.958254
474,204798.959160
475,204798.960781
476,204798.962831
477,204798.968077
478,204798.970747
479,204798.966741
480,204798.962307
481,204798.960781
482,204798.959017
483,204798.958492
484,204798.959684
485,204798.961019
486,204798.964023
487,204798.967075
488,204798.970079
489,204798.966503
490,204798.962736
491,204798.959923
492,204798.959064
493,204798.956776
494,204798.958301
495,204798.960733
496,204798.962402
497,204798.967314
498,204798.970938
499,204798.966408
500,204798.963070
501,204798.960400
502,204798.957777
503,204798.955822
504,204798.958015
505,204798.960018
506,204798.962927
507,204798.967457
508,204798.970985
509,204798.967409
510,204798.962784
511,204798.960495
512,204798.958683
513,204798.956680
514,204798.959207
515,204798.961639
516,204798.963833
517,204798.967695
518,204798.969793
519,204798.966026
520,204798.962593
521,204798.959446
522,204798.958254
523,204798.957443
524,204798.959780
525,204798.961210
526,204798.963451
527,204798.967361
528,204798.971224
529,204798.967457
530,204798.963976
531,204798.960543
532,204798.959589
533,204798.957491
534,204798.959064
535,204798.961305
536,204798.964071
537,204798.967886
538,204798.970222
539,204798.965406
540,204798.961782
541,204798.960066
542,204798.958921
543,204798.957109
544,204798.958635
545,204798.960924
546,204798.961687
547,204798.966980
548,204798.970795
549,204798.967695
550,204798.963547
551,204798.960352
552,204798.958635
553,204798.957872
554,204798.959684
555,204798.961210
556,204798.962498
557,204798.966217
558,204798.969889
559,204798.966837
560,204798.963594
561,204798.960733
562,204798.958969
563,204798.957205
564,204798.958778
565,204798.960543
566,204798.963737
567,204798.967790
568,204798.971557
569,204798.967218
570,204798.963117
571,204798.959827
572,204798.958444
573,204798.957300
574,204798.958921
575,204798.961401
576,204798.961925
577,204798.965740
578,204798.969412
579,204798.964929
580,204798.960924
581,204798.959589
582,204798.958588
583,204798.956728
584,204798.958826
585,204798.961687
586,204798.964596
587,204798.968124
588,204798.970413
589,204798.965883
590,204798.961592
591,204798.960161
592,204798.958588
593,204798.957634
594,204798.958349
595,204798.959350
596,204798.962974
597,204798.967028
598,204798.970127
599,204798.966169
600,204798.961449
601,204798.959541
602,204798.958731
603,204798.957157
604,204798.958969
605,204798.960495
606,204798.962211
607,204798.967218
608,204798.969316
609,204798.966265
610,204798.962927
611,204798.960638
612,204798.958015
613,204798.956489
614,204798.958111
615,204798.960972
616,204798.963117
617,204798.966265
618,204798.970508
619,204798.966837
620,204798.962402
621,204798.959303
622,204798.957682
623,204798.956823
624,204798.959589
625,204798.960733
626,204798.963547
627,204798.967075
628,204798.970556
629,204798.967409
630,204798.962402
631,204798.960161
632,204798.958731
633,204798.956060
634,204798.958492
635,204798.961210
636,204798.962641
637,204798.967028
638,204798.970985
639,204798.966360
640,204798.961162
641,204798.958921
642,204798.957920
643,204798.956823
644,204798.958540
645,204798.960781
646,204798.962736
647,204798.965597
648,204798.969889
649,204798.967981
650,204798.962688
651,204798.959255
652,204798.958683
653,204798.956776
654,204798.958397
655,204798.960638
656,204798.962974
657,204798.967218
658,204798.970222
659,204798.966503
660,204798.961592
661,204798.960209
662,204798.959064
663,204798.956346
664,204798.958349
665,204798.964596
666,204798.971939
667,204798.975801
668,204798.978615
669,204798.974657
670,204798.972225
671,204798.976183
672,204798.974037
673,204798.971605
674,204798.974609
675,204798.976993
676,204798.977995
677,204798.982954
678,204798.985815
679,204798.981523
680,204798.980427
681,204798.983240
682,204798.981857
683,204798.980665
684,204798.983335
685,204798.984909
686,204798.986912
687,204798.989963
688,204798.994398
689,204798.990679
690,204798.985100
691,204798.985910
692,204798.989248
693,204798.988914
694,204798.991012
695,204798.992729
696,204798.994827
697,204798.998880
698,204799.003172
699,204798.998546
700,204798.993969
701,204798.991728
702,204798.989868
703,204798.984909
704,204798.982000
705,204798.984480
706,204798.987245
707,204798.991394
708,204798.991680
709,204798.984718
710,204798.979092
711,204798.977232
712,204798.975420
713,204798.970938
714,204798.968029
715,204798.969364
716,204798.971748
717,204798.976135
718,204798.974752
719,204798.966789
720,204798.962450
721,204798.959875
722,204798.959112
723,204798.957443
724,204798.958254
725,204798.960876
726,204798.962450
727,204798.967457
728,204798.971224
729,204798.966026
730,204798.962164
731,204798.960066
732,204798.958444
733,204798.956919
734,204798.958635
735,204798.961353
736,204798.963642
737,204798.967218
738,204798.969173
739,204798.967266
740,204798.962545
741,204798.957300
742,204798.950243
743,204798.949098
744,204798.950386
745,204798.955536
746,204798.962402
747,204798.967075
748,204798.974609
749,204798.983669
750,204798.987770
751,204798.993587
752,204799.004412
753,204799.023247
754,204799.043989
755,204799.067688
756,204799.087810
757,204799.116897
758,204799.147701
759,204799.170589
760,204799.196100
761,204799.215746
762,204799.228382
763,204799.233866
764,204799.236488
765,204799.233818
766,204799.215841
767,204799.191904
768,204799.166441
769,204799.124670
770,204799.081373
771,204799.040079
772,204798.998976
773,204798.959541
774,204798.929262
775,204798.900032
776,204798.875618
777,204798.862028
778,204798.850632
779,204798.840380
780,204798.835850
781,204798.835611
782,204798.841619
783,204798.850250
784,204798.865700
785,204798.882103
786,204798.894358
787,204798.910856
788,204798.923254
789,204798.930359
790,204798.937130
791,204798.937225
792,204798.941660
793,204798.942995
794,204798.949098
795,204798.952150
796,204798.954439
797,204798.957682
798,204798.961353
799,204798.960018
800,204798.961449
801,204798.961019
802,204798.959112
803,204798.956823
804,204798.959303
805,204798.961687
806,204798.963499
807,204798.968744
808,204798.976278
809,204798.974228
810,204798.969936
811,204798.967647
812,204798.966694
813,204798.965502
814,204798.971844
815,204798.976374
816,204798.979473
817,204798.982334
818,204798.986864
819,204798.983383
820,204798.978424
821,204798.975754
822,204798.973656
823,204798.972082
824,204798.973179
825,204798.978042
826,204798.985672
827,204798.991728
828,204798.995018
829,204798.991156
830,204798.985386
831,204798.982906
832,204798.982096
833,204798.980760
834,204798.981476
835,204798.983669
836,204798.987341
837,204798.990106
838,204798.992252
839,204798.990536
840,204798.992300
841,204798.990059
842,204798.984527
843,204798.982429
844,204798.985672
845,204798.992491
846,204798.994350
847,204798.998260
848,204799.001408
849,204798.998546
850,204798.995638
851,204798.998976
852,204798.997593
853,204798.995972
854,204798.996687
855,204799.000597
856,204799.004793
857,204799.014044
858,204799.018860
859,204799.015522
860,204799.009657
861,204799.007797
862,204799.005985
863,204799.007273
864,204799.015045
865,204799.017477
866,204799.019766
867,204799.022579
868,204799.024868
869,204799.022627
870,204799.017715
871,204799.015474
872,204799.015665
873,204799.014616
874,204799.014473
875,204799.018049
876,204799.019956
877,204799.023199
878,204799.024677
879,204799.022055
880,204799.018192
881,204799.015617
882,204799.014091
883,204799.012613
884,204799.014664
885,204799.017477
886,204799.018478
887,204799.023199
888,204799.026155
889,204799.023485
890,204799.017858
891,204799.008322
892,204798.999119
893,204798.997259
894,204798.999214
895,204799.002123
896,204799.002123
897,204798.999548
898,204799.001264
899,204798.999119
900,204798.994493
901,204798.990202
902,204798.983860
903,204798.980999
904,204798.982191
905,204798.984814
906,204798.980427
907,204798.983383
908,204798.985767
909,204798.981476
910,204798.971605
911,204798.966074
912,204798.959112
913,204798.956251
914,204798.958588
915,204798.960495
916,204798.961925
917,204798.965311
918,204798.969316
919,204798.966360
920,204798.961305
921,204798.960352
922,204798.957968
923,204798.956108
924,204798.957157
925,204798.960924
926,204798.963117
927,204798.966932
928,204798.968410
929,204798.966503
930,204798.962688
931,204798.960781
932,204798.958397
933,204798.956680
934,204798.959732
935,204798.961019
936,204798.961782
937,204798.966741
938,204798.969078
939,204798.966598
940,204798.962307
941,204798.959684
942,204798.958349
943,204798.956728
944,204798.958301
945,204798.959923
946,204798.962927
947,204798.967457
948,204798.970604
949,204798.968220
950,204798.961925
951,204798.959541
952,204798.958635
953,204798.957491
954,204798.958301
955,204798.959494
956,204798.961449
957,204798.966503
958,204798.970699
959,204798.966455
960,204798.961019
961,204798.959541
962,204798.959446
963,204798.957300
964,204798.958492
965,204798.960638
966,204798.962641
967,204798.966598
968,204798.968983
969,204798.965978
970,204798.961782
971,204798.960113
972,204798.958206
973,204798.956442
974,204798.958254
975,204798.961019
976,204798.961592
977,204798.966169
978,204798.970795
979,204798.966551
980,204798.961782
981,204798.959923
982,204798.958540
983,204798.956203
984,204798.956966
985,204798.960686
986,204798.961973
987,204798.966837
988,204798.970842
989,204798.967552
990,204798.962974
991,204798.961067
992,204798.959494
993,204798.957395
994,204798.958397
995,204798.961019
996,204798.962927
997,204798.967123
998,204798.969984
999,204798.967886
1000,204798.962688
1001,204798.961258
1002,204798.959589
1003,204798.957729
1004,204798.957729
1005,204798.959541
1006,204798.963165
1007,204798.967218
1008,204798.968792
1009,204798.967171
1010,204798.962498
1011,204798.959637
1012,204798.957920
1013,204798.956632
1014,204798.957300
1015,204798.960209
1016,204798.962259
1017,204798.966360
1018,204798.969889
1019,204798.967171
1020,204798.963261
1021,204798.960781
1022,204798.957968
1023,204798.957252
1024,204798.959303
1025,204798.961830
1026,204798.962641
1027,204798.966312
1028,204798.968363
1029,204798.966646
1030,204798.962068
1031,204798.959207
1032,204798.958588
1033,204798.957300
1034,204798.958349
1035,204798.960972
1036,204798.961925
1037,204798.965168
1038,204798.969793
1039,204798.968363
1040,204798.963451
1041,204798.960638
1042,204798.958015
1043,204798.956060
1044,204798.957300
1045,204798.960447
1046,204798.961687
1047,204798.965978
1048,204798.969841
1049,204798.967838
1050,204798.961162
1051,204798.959398
1052,204798.960495
1053,204798.958301
1054,204798.958111
1055,204798.960400
1056,204798.961782
1057,204798.965883
1058,204798.969555
1059,204798.967647
1060,204798.963737
1061,204798.960543
1062,204798.959207
1063,204798.956919
1064,204798.957634
1065,204798.959017
1066,204798.961639
1067,204798.966694
1068,204798.970032
1069,204798.967934
1070,204798.963308
1071,204798.960972
1072,204798.958826
1073,204798.956489
1074,204798.958301
1075,204798.960400
1076,204798.961449
1077,204798.966980
1078,204798.969602
1079,204798.966455
1080,204798.962211
1081,204798.959398
1082,204798.958778
1083,204798.958588
1084,204798.959207
1085,204798.961544
1086,204798.962498
1087,204798.966503
1088,204798.969221
1089,204798.966360
1090,204798.961782
1091,204798.960161
1092,204798.958349
1093,204798.956776
1094,204798.957968
1095,204798.960400
1096,204798.961639
1097,204798.965788
1098,204798.970222
1099,204798.967075
1100,204798.961925
1101,204798.959017
1102,204798.958635
1103,204798.957872
1104,204798.958015
1105,204798.960638
1106,204798.961925
1107,204798.966646
1108,204798.970127
1109,204798.967790
1110,204798.962736
1111,204798.959684
1112,204798.958158
1113,204798.957491
1114,204798.958254
1115,204798.960590
1116,204798.962688
1117,204798.966122
1118,204798.967647
1119,204798.965025
1120,204798.962164
1121,204798.959112
1122,204798.957920
1123,204798.956156
1124,204798.957777
1125,204798.961353
1126,204798.962641
1127,204798.966217
1128,204798.968887
1129,204798.966312
1130,204798.963117
1131,204798.960638
1132,204798.958301
1133,204798.956919
1134,204798.957634
1135,204798.959923
1136,204798.962593
1137,204798.965931
1138,204798.970270
1139,204798.967934
1140,204798.962545
1141,204798.959494
1142,204798.958731
1143,204798.959684
1144,204798.958874
1145,204798.960543
1146,204798.963117
1147,204798.966789
1148,204798.969936
1149,204798.966503
1150,204798.962927
1151,204798.961067
1152,204798.958397
1153,204798.957300
1154,204798.958397
1155,204798.961019
1156,204798.961973
1157,204798.966360
1158,204798.969936
1159,204798.966694
1160,204798.961973
1161,204798.959350
1162,204798.957443
1163,204798.957157
1164,204798.958492
1165,204798.961687
1166,204798.966408
1167,204798.973894
1168,204798.977613
1169,204798.974848
1170,204798.971367
1171,204798.972797
1172,204798.974180
1173,204798.972368
1174,204798.974466
1175,204798.977470
1176,204798.977280
1177,204798.981857
1178,204798.986101
1179,204798.983288
1180,204798.978901
1181,204798.980999
1182,204798.983240
1183,204798.981476
1184,204798.983002
1185,204798.985243
1186,204798.985577
1187,204798.990154
1188,204798.994255
1189,204798.990583
1190,204798.984861
1191,204798.982763
1192,204798.985815
1193,204798.988581
1194,204798.990440
1195,204798.992586
1196,204798.994160
1197,204798.998165
1198,204799.002361
1199,204798.999405
1200,204798.994398
1201,204798.990583
1202,204798.990106
1203,204798.987675
1204,204798.984527
1205,204798.982668
1206,204798.985815
1207,204798.990440
1208,204798.993587
1209,204798.987675
1210,204798.978472
1211,204798.975992
1212,204798.974943
1213,204798.972654
1214,204798.970270
1215,204798.968601
1216,204798.971176
1217,204798.975801
1218,204798.977804
1219,204798.971176
1220,204798.962498
1221,204798.959923
1222,204798.958731
1223,204798.956203
1224,204798.957252
1225,204798.960447
1226,204798.962116
1227,204798.965406
1228,204798.969364
1229,204798.966884
1230,204798.961353
1231,204798.959112
1232,204798.957682
1233,204798.956823
1234,204798.957157
1235,204798.960590
1236,204798.962593
1237,204798.965549
1238,204798.969221
1239,204798.966932
1240,204798.962641
1241,204798.960543
1242,204798.956203
1243,204798.950291
1244,204798.950243
1245,204798.951816
1246,204798.957825
1247,204798.965311
1248,204798.969793
1249,204798.974132
1250,204798.981285
1251,204798.986435
1252,204798.993826
1253,204799.006224
1254,204799.028158
1255,204799.050903
1256,204799.072695
1257,204799.095678
1258,204799.125862
1259,204799.151993
1260,204799.174118
1261,204799.200153
1262,204799.217796
1263,204799.229908
1264,204799.234962
1265,204799.238539
1266,204799.233293
1267,204799.214458
1268,204799.190378
1269,204799.157810
1270,204799.113798
1271,204799.071360
1272,204799.030256
1273,204798.989582
1274,204798.954058
1275,204798.924923
1276,204798.894691
1277,204798.873520
1278,204798.861694
1279,204798.847246
1280,204798.836517
1281,204798.832989
1282,204798.834896
1283,204798.841429
1284,204798.853588
1285,204798.871803
1286,204798.886013
1287,204798.900795
1288,204798.916530
1289,204798.922253
1290,204798.928785
1291,204798.937368
1292,204798.938370
1293,204798.940277
1294,204798.945045
1295,204798.952675
1296,204798.953867
1297,204798.958111
1298,204798.961115
1299,204798.959494
1300,204798.956919
1301,204798.958254
1302,204798.957205
1303,204798.956823
1304,204798.958254
1305,204798.960495
1306,204798.962068
1307,204798.964929
1308,204798.972082
1309,204798.974943
1310,204798.970461
1311,204798.967790
1312,204798.966455
1313,204798.966074
1314,204798.969555
1315,204798.976040
1316,204798.978376
1317,204798.982620
1318,204798.985672
1319,204798.983383
1320,204798.978996
1321,204798.975325
1322,204798.973179
1323,204798.973083
1324,204798.974132
1325,204798.975515
1326,204798.981047
1327,204798.988438
1328,204798.992634
1329,204798.990583
1330,204798.986292
1331,204798.982906
1332,204798.981857
1333,204798.980331
1334,204798.981380
1335,204798.983908
1336,204798.985577
1337,204798.989820
1338,204798.994732
1339,204798.991966
1340,204798.990536
1341,204798.991537
1342,204798.987722
1343,204798.981428
1344,204798.981953
1345,204798.986292
1346,204798.994207
1347,204798.997593
1348,204799.001789
1349,204798.999214
1350,204798.994589
1351,204798.994017
1352,204798.997354
1353,204798.996258
1354,204798.998308
1355,204799.001169
1356,204799.003076
1357,204799.008608
1358,204799.016333
1359,204799.015808
1360,204799.011230
1361,204799.008083
1362,204799.005556
1363,204799.003696
1364,204799.008083
1365,204799.015427
1366,204799.018478
1367,204799.021912
1368,204799.025774
1369,204799.022674
1370,204799.017620
1371,204799.015045
1372,204799.014854
1373,204799.012756
1374,204799.014044
1375,204799.017286
1376,204799.019194
1377,204799.021530
1378,204799.025583
1379,204799.022722
1380,204799.017477
1381,204799.016428
1382,204799.015236
1383,204799.013662
1384,204799.014521
1385,204799.015570
1386,204799.017429
1387,204799.021530
1388,204799.025154
1389,204799.022150
1390,204799.018097
1391,204799.012375
1392,204799.004173
1393,204798.997974
1394,204798.997116
1395,204799.000883
1396,204799.003172
1397,204799.003506
1398,204799.002457
1399,204798.999357
1400,204798.994493
1401,204798.992300
1402,204798.988485
1403,204798.982191
1404,204798.982477
1405,204798.985052
1406,204798.984480
1407,204798.982954
1408,204798.984957
1409,204798.981953
1410,204798.976040
1411,204798.969173
1412,204798.964977
1413,204798.958731
1414,204798.958731
1415,204798.960304
1416,204798.962784
1417,204798.965835
1418,204798.969221
1419,204798.967361
1420,204798.963022
1421,204798.959637
1422,204798.959017
1423,204798.956537
1424,204798.958111
1425,204798.961019
1426,204798.963976
1427,204798.966932
1428,204798.971224
1429,204798.966789
1430,204798.962927
1431,204798.960256
1432,204798.959684
1433,204798.958397
1434,204798.959160
1435,204798.960543
1436,204798.961496
1437,204798.964882
1438,204798.969889
1439,204798.967314
1440,204798.963261
1441,204798.961210
1442,204798.959064
1443,204798.956108
1444,204798.959350
1445,204798.961449
1446,204798.961925
1447,204798.965597
1448,204798.970795
1449,204798.967934
1450,204798.962641
1451,204798.960400
1452,204798.959255
1453,204798.957872
1454,204798.959494
1455,204798.960686
1456,204798.961496
1457,204798.965883
1458,204798.971081
1459,204798.967075
1460,204798.962402
1461,204798.960018
1462,204798.958826
1463,204798.956680
1464,204798.958492
1465,204798.961639
1466,204798.963261
1467,204798.964929
1468,204798.968124
1469,204798.965168
1470,204798.962450
1471,204798.960924
1472,204798.958921
1473,204798.958015
1474,204798.958588
1475,204798.960590
1476,204798.962402
1477,204798.966455
1478,204798.969936
1479,204798.966598
1480,204798.962450
1481,204798.960066
1482,204798.959303
1483,204798.957682
1484,204798.959875
1485,204798.961830
1486,204798.963356
1487,204798.966360
1488,204798.969793
1489,204798.967218
1490,204798.962974
1491,204798.960066
1492,204798.958778
1493,204798.957872
1494,204798.959303
1495,204798.962068
1496,204798.963880
1497,204798.966646
1498,204798.971748
1499,204798.968506
1500,204798.964119
1501,204798.961258
1502,204798.959446
1503,204798.956728
1504,204798.957252
1505,204798.960781
1506,204798.963928
1507,204798.966503
1508,204798.970318
1509,204798.967600
1510,204798.962831
1511,204798.961544
1512,204798.960018
1513,204798.958015
1514,204798.959494
1515,204798.961115
1516,204798.961925
1517,204798.964739
1518,204798.969173
1519,204798.966122
1520,204798.963404
1521,204798.960876
1522,204798.959398
1523,204798.956776
1524,204798.957872
1525,204798.961687
1526,204798.962450
1527,204798.965168
1528,204798.970556
1529,204798.967934
1530,204798.963594
1531,204798.960256
1532,204798.959112
1533,204798.957682
1534,204798.959064
1535,204798.960686
1536,204798.963880
1537,204798.965883
1538,204798.969459
1539,204798.967171
1540,204798.962450
1541,204798.960113
1542,204798.959303
1543,204798.957491
1544,204798.958111
1545,204798.959160
1546,204798.961830
1547,204798.964786
1548,204798.969316
1549,204798.965740
1550,204798.961353
1551,204798.959350
1552,204798.958301
1553,204798.956013
1554,204798.957491
1555,204798.960161
1556,204798.963880
1557,204798.965549
1558,204798.969269
1559,204798.966169
1560,204798.962021
1561,204798.959684
1562,204798.958778
1563,204798.956919
1564,204798.957729
1565,204798.959112
1566,204798.962545
1567,204798.965978
1568,204798.971128
1569,204798.967218
1570,204798.961878
1571,204798.959350
1572,204798.959303
1573,204798.957062
1574,204798.958397
1575,204798.959684
1576,204798.961162
1577,204798.964929
1578,204798.969889
1579,204798.966217
1580,204798.962450
1581,204798.960304
1582,204798.958969
1583,204798.956013
1584,204798.958588
1585,204798.960876
1586,204798.962784
1587,204798.965883
1588,204798.970175
1589,204798.967171
1590,204798.962450
1591,204798.959875
1592,204798.959684
1593,204798.957062
1594,204798.958111
1595,204798.959207
1596,204798.961305
1597,204798.965502
1598,204798.970985
1599,204798.967838
1600,204798.963213
1601,204798.961782
1602,204798.959494
1603,204798.956346
1604,204798.957968
1605,204798.960495
1606,204798.962974
1607,204798.966503
1608,204798.970175
1609,204798.966503
1610,204798.961687
1611,204798.959112
1612,204798.959160
1613,204798.957443
1614,204798.957777
1615,204798.958921
1616,204798.961449
1617,204798.965025
1618,204798.969793
1619,204798.966026
1620,204798.962021
1621,204798.960829
1622,204798.958969
1623,204798.956442
1624,204798.957777
1625,204798.960256
1626,204798.962879
1627,204798.965597
1628,204798.970461
1629,204798.966503
1630,204798.962593
1631,204798.959207
1632,204798.956585
1633,204798.955679
1634,204798.958874
1635,204798.960543
1636,204798.962641
1637,204798.966360
1638,204798.969269
1639,204798.966741
1640,204798.962974
1641,204798.960018
1642,204798.958874
1643,204798.956489
1644,204798.958254
1645,204798.960352
1646,204798.961925
1647,204798.964977
1648,204798.969555
1649,204798.965883
1650,204798.963356
1651,204798.960304
1652,204798.958588
1653,204798.958492
1654,204798.960113
1655,204798.961544
1656,204798.963117
1657,204798.967171
1658,204798.970461
1659,204798.967266
1660,204798.964119
1661,204798.961544
1662,204798.959255
1663,204798.956537
1664,204798.958444
1665,204798.961019
